imgName,NDCMS,NAXIS1,NAXIS2,imgNoise,skNoise,aveImgS,dSdskip,pixVar,clustVar,tailRatio,DC,EXP,AMPL,HCKDIRN,VCKDIRN,ITGTIME,VIDGAIN,PRETIME,POSTIME,DGWIDTH,RGWIDTH,OGWIDTH,SWWIDTH,HWIDTH,HOWIDTH,VWIDTH,VOWIDTH,ONEVCKHI,ONEVCKLO,TWOVCKHI,TWOVCKLO,TGHI,TGLO,HUHI,HULO,HLHI,HLLO,RGHI,RGLO,SWLO,DGHI,DGLO,OGHI,OGLO,BATTR,VDD1,VDD2,DRAIN1,DRAIN2,VREF1,VREF2,OPG1,OPG2
Img_09.fits,1,1200,1200,1017.8307634129767,-1 +/- -1,8.402149585900363,-1 +/- -1,-1.0,-1.0,1.1840394575493043,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.25,-3.25,2.21,2.21
Img_29.fits,1,1200,1200,76.55265834282683,-1 +/- -1,6.031862132596259,-1 +/- -1,-1.0,-1.0,53.21599561985993,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_25.fits,1,1200,1200,77.58776543944558,64 +/- 21,6.455275741557073,-1 +/- -1,-1.0,-1.0,54.97012814956072,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.0,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_15.fits,1,1200,1200,76.47123062224969,-1 +/- -1,5.8385385252696596,-1 +/- -1,-1.0,-1.0,69.39786820636472,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-5.0,-5.0,2.21,2.21
Img_03.fits,1,1200,1200,92.3540968664765,-1 +/- -1,6.12548478107815,-1 +/- -1,-1.0,-1.0,31.113925745602508,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.5,-3.5,2.21,2.21
Img_08.fits,1,1200,1200,88.12031967605787,-1 +/- -1,6.199705123763909,-1 +/- -1,-1.0,-1.0,36.06935014200816,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.5,-3.5,2.21,2.21
Img_13.fits,1,1200,1200,77.83326624589996,-1 +/- -1,5.861084099717026,-1 +/- -1,-1.0,-1.0,52.470489294729134,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.65,-3.65,2.21,2.21
Img_28.fits,1,1200,1200,77.63421137129667,83 +/- 59,6.556555376336192,-1 +/- -1,-1.0,-1.0,55.51829456508638,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_32.fits,4000,2400000,20,76.56729262678869,3.3 +/- 0.28,3.4742522178948487,-0.2 +/- 0.16,7156.044582759112,307431.95717309,615.700517925697,0.15 +/- 0.002,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,9.0,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_05.fits,4000,2400000,20,78.37533242845448,2 +/- 0.13,4.309945190166626,-0.2 +/- 0.17,7162.3762830639935,2991715.700310385,42.099180712861475,1.2 +/- 0.022,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.5,-3.5,2.21,2.21
Img_27.fits,4000,2400000,20,78.40430006473294,1.7 +/- 0.072,4.557172949763338,-0.21 +/- 0.2,7192.671970114621,13073741.785089802,20612.81135654574,0.52 +/- 0.018,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_34.fits,4000,2400000,20,76.72973549682766,3.3 +/- 0.25,3.791555618518645,-0.11 +/- 0.13,7158.858682248827,4275694.296434767,128.928740933054,0.16 +/- 0.0063,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,9.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_06.fits,1,1200,1200,76.16232014634065,-1 +/- -1,5.749384792321157,-1 +/- -1,-1.0,-1.0,1.2059661141705016,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-2.5,-2.5,2.21,2.21
Img_19.fits,4000,2400000,20,76.77828282941451,1.6 +/- 0.054,3.017344075008321,-0.19 +/- 0.11,7156.06627794888,1235427.69994502,891.9763913524314,0.23 +/- 0.0069,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.0,-4.0,2.21,2.21
Img_21.fits,4000,2400000,20,20.497803536398965,-1 +/- -1,0.71987966497598,-45 +/- 31,253223.21096441173,226301.69083506856,0.0,-1 +/- -1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.25,-3.25,2.21,2.21
Img_10.fits,1,1200,1200,1012.2342305439333,-1 +/- -1,8.358483565071474,-1 +/- -1,-1.0,-1.0,0.9866995479577515,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.25,-3.25,2.21,2.21
Img_31.fits,1,1200,1200,76.09084420806921,-1 +/- -1,5.935426629365116,-1 +/- -1,-1.0,-1.0,53.04058236688497,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,9.0,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_30.fits,4000,2400000,20,76.64337069287667,1.8 +/- 0.1,3.329310656055114,-0.24 +/- 0.17,7173.364110394366,6384281.737412634,865.6644034081291,0.14 +/- 0.0038,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_01.fits,1,1200,1200,76.086905386537,-1 +/- -1,5.7944203381794726,-1 +/- -1,-1.0,-1.0,66.15272302641365,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_17.fits,4000,2400000,20,76.73292263549091,1.6 +/- inf,2.3472132663450584,-0.34 +/- 0.28,7271.242050552541,86889.95399078351,1307.7058008931274,0 +/- 0,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-5.5,-5.5,2.21,2.21
Img_00.fits,1,1200,1200,77.5492348491476,3.6e+03 +/- 1.5e+08,2.281604724077371,-1 +/- -1,-1.0,-1.0,84.5272612750504,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_07.fits,1,1200,1200,153.13934261802692,-1 +/- -1,6.450822605024532,-1 +/- -1,-1.0,-1.0,0.877066264851376,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.0,-3.0,2.21,2.21
Img_11.fits,1,1200,1200,632.4377653690536,3 +/- 1.8,7.925840066251132,-1 +/- -1,-1.0,-1.0,1.5129393068685468,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-3.35,-3.35,2.21,2.21
Img_16.fits,1,1200,1200,76.70549757826728,-1 +/- -1,5.858552847255576,-1 +/- -1,-1.0,-1.0,63.60923085833913,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-5.5,-5.5,2.21,2.21
Img_33.fits,1,1200,1200,76.02473500366982,-1 +/- -1,5.9601455050060705,-1 +/- -1,-1.0,-1.0,52.90902242715954,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,9.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_24.fits,4000,2400000,20,81.05441829059494,1.6 +/- 0.04,5.037683945385021,-0.49 +/- 0.24,7230.853905504528,16714594.742425146,17594.826339210857,0.7 +/- 0.063,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.0,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_26.fits,1,1200,1200,77.62384207246734,-1 +/- -1,6.484290110748239,-1 +/- -1,-1.0,-1.0,55.123614745906906,-1,2.0,U,U,1,2.2,1,0.4,0.24,0.24,0.12,0.48,0.12,0.5,0.5,7.8,7.8,8.0,4.5,8.0,4.5,8.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,2.21,2.21
Img_01.fits,10000,6000000,100,72.28873812473552,1.1 +/- 0.036,4.784859874077943,-0.26 +/- 0.1,4424.227762345828,12416332.27167362,0.5262397589105993,1.2 +/- 0.074,2.0,U,U,1,11.0,1,0.4,0.24,0.24,0.12,0.48,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-25.0,-25.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_00.fits,6000,6600000,100,72.34831029327349,1.1 +/- 0.0087,4.28948236000694,-0.096 +/- 0.083,4443.700002284856,7738193.860247152,0.8611196054906407,0.77 +/- 0.066,2.0,U,U,1,11.0,1,0.4,0.24,0.24,0.12,0.48,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-25.0,-25.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_00.fits,1000,1200000,150,77.06258423181197,14 +/- 1.6,5.055805445156298,0.21 +/- 0.23,68921.72449558436,4253.03447174911,0.0,-1,2.0,L,L,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,0.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_14.fits,1000,1200000,150,70.21967023332978,9.3 +/- 0.82,4.742201696796277,-0.21 +/- 0.076,64926.43997463866,4346.282127883021,0.0,-1,1000.0,L,L,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_04.fits,120,144000,50,62.690728466429704,6 +/- 0.13,3.277645468626273,0.03 +/- 0.086,266984.51928325195,3893.7119003160005,28.943186740101705,-1,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.24,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_02.fits,120,144000,50,61.80202630050377,5.9 +/- 0.087,3.290901411042699,-0.079 +/- 0.061,264701.8010988222,3777.250861821316,26.311987945542413,-1,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_12.fits,2000,2400000,50,63.780339142553814,7.1 +/- 0.83,4.283320431085803,-0.28 +/- 0.1,33163.695009448886,4244.22897572247,0.0,5.8 +/- 1.6,1000.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.32,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_09.fits,1,1200,6000,64.75492857272154,-1 +/- -1,6.442284600729213,-1 +/- -1,-1.0,-1.0,123.92507789217026,-1,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.32,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_03.fits,120,144000,50,62.70688746089429,6 +/- 0.11,3.2354740853675583,0.053 +/- 0.076,267018.59903763287,3880.0598247629996,27.364467463369085,-1,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.24,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_08.fits,1000,1200000,150,74.04949917113971,11 +/- 1.8,4.955474483952694,0.1 +/- 0.14,64999.52221577421,4196.3697881735425,0.0,-1,2.0,L,L,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_13.fits,1,1200,6000,71.00746323320995,-1 +/- -1,6.780947115534359,-1 +/- -1,-1.0,-1.0,127.10444310225904,-1,1000.0,L,L,1,2.2,1,2.0,0.5,0.24,0.12,0.24,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_05.fits,120,144000,50,61.21751520171799,5.8 +/- 0.087,3.2443528533421344,-0.27 +/- 0.087,497109.81449296174,3736.4321315713873,26.311987945548537,-1,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.32,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_06.fits,2000,2400000,10,61.53136856584186,5.2 +/- 0.33,3.0141630525339123,-0.5 +/- 0.13,33105.40904693482,68839.8856790975,0.0,0.65 +/- 0.21,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.32,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
Img_10.fits,2000,2400000,50,67.18885974191765,6.1 +/- 1.2,4.5645283998460995,0.18 +/- 0.2,33496.63917082749,4542.031350294238,0.0,6 +/- 0.57,2.0,U,U,1,2.2,1,2.0,0.5,0.24,0.12,0.32,0.12,-1,-1,-1,-1,8.0,4.5,8.0,4.5,7.5,4.0,6.5,3.3,6.5,3.3,7.0,-4.0,-8.0,2.0,-8.0,-1.75,-6.5,5.0,-22.0,-22.0,-22.0,-22.0,-4.5,-4.5,-1,-1
